CollectionNumber,Locality_Code,DBH,X_coordinate,Y_coordinate,CutdownDate,GrowthForm,TrunkHeight,CrownHeight,CrownWidth,MatureLeafTotalWeight,YoungLeafTotalWeight,X.Carbon,X.Nitrogen,auto.BYHAND,WholeTreeMatureLeafArea,WholeTreeYoungLeafArea,MatureLeafSampleAreaBeforeHerbivory,MatureLeafSampleAreaAfterHerbivory,YoungLeafSampleAreaBeforeHerbivory,YoungLeafSampleAreaAfterHerbivory,MatureLeafSampleWetWeight,YoungLeafSampleWetWeight,comments,exudate.absent,exudate.white,exudate.cream,exudate.yellow,exudate.orange,exudate.red,exudate.black,exudate.colorless,OLD.NumberOfCaterpillarsDB,OLD.NumberLiveMinesDB,OLD.NumberDeadMinesDB,latex.absent,OLD.SLADB,OLD.Carbon,OLD.Nitrogen,SLA,isZ,Family_ID,Genus_ID,Species_ID,Species_AUTHOR,CorrTaxa2016,Morphospecies,auto.X.Carbon,auto.X.Nitrogen,auto.SLA,auto.latex,auto.YoungTotalFromSample,auto.MatureTotalFromSample,REMOVE.missCutdown,REMOVE.noLeafWeight,TotalLeafWeight,TotalLeafArea,TotalTreeHeight,YoungLeafHerbivory,MatureLeafHerbivory,auto.CrownHeight,auto.CrownHeight.no,auto.CrownHeight.rsq,auto.CrownWidth,auto.CrownWidth.no,auto.CrownWidth.rsq,auto.TrunkHeight,auto.TrunkHeight.no,auto.TrunkHeight.rsq,NumberOfCaterpillarsVOJTA,LOOKUP,Phill-caterpillars,Compare,NumberDeadMinesOndra,LOOKUP,Phil-deadMines,Compare,NumberLiveMinesOndra,LOOKUP,Phil-liveMines,Compare,OuterBarkTexture.smooth,OuterBarkTexture.rough,OuterBarkTexture.flaky,OuterBarkTexture.lenticels,fissures.vertical,fissures.horizontal,fissures.broad,fissures.narrow,bark.black,bark.darkbrown,bark.brown,bark.lightbrown,bark.orange,bark.yellow,bark.red,bark.pink,bark.white,bark.cream,bark.grey,bark.green,bark.OTHER,cambium.black,cambium.darkbrown,cambium.brown,cambium.lightbrown,cambium.orange,cambium.yellow,cambium.red,cambium.pink,cambium.white,cambium.cream,cambium.grey,cambium.green,cambium.OTHER,wood.black,wood.darkbrown,wood.brown,wood.lightbrown,wood.orange,wood.yellow,wood.red,wood.pink,wood.white,wood.cream,wood.grey,wood.green,SpeciesMissing,TOREMOVE,TOREMOVE.comment,Herbivory_Young_missing,Herbivory_Mature_missing,FamilyNEW14,GenusNEW14,speciesNEW14,MorphospeciesNEW,SpeciesNEW-OLD,Family-OLD,Genus-OLD,Species-OLD,SpeciesNameDiff,Herbivory Added Mature/Young
WP1A0027,WP,5.2,0,16.5,03-Mar-06,tree,4.1,1.3,0.5,0.4,0,44.0705,3.70175,0,0.8204880113,0,1562.843,1454.315,NA,NA,70.9,0,"sterile plant vouchers, probably wrong DNA dry weight 0.85",1,0,0,0,0,0,0,0,0,0,0,0,NA,44.0705,3.70175,205.6951717658,0,Nyctaginaceae,Pisonia,Pisonia longirostris,longirostris,0,,1,1,1,0,0,0,NO,NO,0.4,0.8204880113,5.4,NA,108.528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,no,no,no,data ok,data ok,Nyctaginaceae,Pisonia,longirostris,,Pisonia longirostris,Nyctaginaceae,Pisonia,Pisonia longirostris,0,0
WP1A0028,WP,6.8,0,18.27,06-Mar-06,tree,5.5,3.15,3.8,2,0,40.021,1.9256666667,0,8.00148659,0,2360.66,2088.388,NA,NA,52.2,0,"sterile plant vouchers. No young leaves, Previous ID: Terminalia sp.",1,0,0,0,0,0,0,0,0,0,39,1,212.2641509,40.021,1.925666667,212.2641509434,0,Combretaceae,Terminalia,Terminalia complanata,complanata,0,,1,1,0,0,0,0,NO,NO,2,8.00148659,8.65,NA,272.272,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,39,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Combretaceae,Terminalia,complanata,,Terminalia complanata,Combretaceae,Terminalia,Terminalia complanata,0,0
WP1A0029,WP,7.9,0.749,18.889,06-Mar-06,tree,9.1,5.8,2,2.2,0.0657,44.961,2.46,0,7.7560328098,0.0921625,2569.024,2020.094,1169,909,57.3,64.8,,1,0,0,0,0,0,0,0,0,0,23,1,131.5789474,44.7535,2.22575,131.5789473684,0,Meliaceae,Aglaia,Aglaia argentea,argentea,0,,0,0,0,0,0,0,NO,NO,2.2657,7.8481953098,14.9,260,548.93,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,23,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Meliaceae,Aglaia,argentea,,Aglaia argentea,Meliaceae,Aglaia,Aglaia argentea,0,0
WP1A0030,WP,8.4,3.723,19.344,03-Mar-06,tree,4.55,2.1,2.5,1,0,48.2754,1.3674,0,5.1480894569,0,3362.632,3222.704,NA,NA,62.6,0,sterile plant vouchers. Latex outflow=75+82+143+177+79,0,1,0,0,0,0,0,0,2,2,18,0,90.72580645,48.2754,1.3674,90.7258064516,0,Sapotaceae,Palaquium,Palaquium morobense,morobense,0,,1,1,0,0,0,0,NO,NO,1,5.1480894569,6.65,NA,139.928,0,0,0,0,0,0,0,0,0,2,2,2,0,18,18,18,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Sapotaceae,Palaquium,morobense,,Palaquium morobense,Sapotaceae,Palaquium,Palaquium morobense,0,0
WP1A0031,WP,7.1,3.946,16.054,03-Mar-06,tree,3.3,4.8,4.95,1,0,43.951,1.935,0,4.3252654494,0,3222.215,3079.589,NA,NA,71.2,0,sterile plant vouchers; First ID: E. alternifolium (Elmer) Merr. & Rolfe,1,0,0,0,0,0,0,0,0,0,168,1,156.25,46.05925,1.8545,156.25,0,Elaeocarpaceae,Elaeocarpus,Elaeocarpus amplifolius,amplifolius,0,,0,0,0,0,0,0,NO,NO,1,4.3252654494,8.1,NA,142.626,0,0,0,0,0,0,0,0,0,0,0,0,0,168,168,168,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Elaeocarpaceae,Elaeocarpus,amplifolius,,Elaeocarpus amplifolius,Elaeocarpaceae,Elaeocarpus,Elaeocarpus amplifolius,0,0
WP1A0032,WP,17.4,0,14.53,06-Mar-06,tree,7.1,9.9,6.7,18.2,0,46.06,2.476,0,88.2615306931,0,4184.792,3918.424,NA,NA,80.8,0,sterile plant vouchers,1,0,0,0,0,0,0,0,0,0,41,1,165.4411765,45.26525,2.267,165.4411764706,0,Fabaceae,Kingiodendron,Kingiodendron novoguineense,novoguineense,0,,0,0,0,0,0,0,NO,NO,18.2,88.2615306931,17,NA,266.368,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,41,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Fabaceae,Kingiodendron,novoguineense,,Kingiodendron novoguineense,Fabaceae,Kingiodendron,Kingiodendron novoguineense,0,0
WP1A0033,WP,25,4.87,12.687,10-Mar-06,tree,10.6,14.2,10.3,36.9,2.8,47.73075,1.76675,0,174.0084126472,11.5070175439,15295.28,15212.768,1888,1874,322.6,45.6,sterile plant vouchers,0,0,0,0,0,1,0,0,4,27,61,0,140.625,47.73075,1.76675,140.625,0,Myristicaceae,Gymnacranthera,Gymnacranthera paniculata,paniculata,0,,1,1,0,0,0,0,NO,NO,39.7,185.5154301911,24.8,14,82.512,0,0,0,0,0,0,0,0,0,5,5,5,0,61,61,61,0,27,27,27,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Myristicaceae,Gymnacranthera,paniculata,,Gymnacranthera paniculata,Myristicaceae,Gymnacranthera,Gymnacranthera paniculata,0,0
WP1A0034,WP,53.7,4.734,12.333,13-Mar-06,tree,24.1,12.3,14.2,122.2,1.8263,46.11,2.024,0,251.0222621134,3.9688514908,14366.514,14015.752,1917,1895,682.3,87.2,,1,0,0,0,0,0,0,0,4,0,7,1,75,46.11,2.024,75,0,Euphorbiaceae,Endospermum,Endospermum medullosum,medullosum,0,,0,0,0,0,0,0,NO,NO,124.0263,254.9911136043,36.4,22,350.762,0,0,0,0,0,0,0,0,0,4,4,4,0,7,7,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,1,0,0,1,0,0,0,no,no,no,data ok,data ok,Euphorbiaceae,Endospermum,medullosum,,Endospermum medullosum,Euphorbiaceae,Endospermum,Endospermum medullosum,0,0
WP1A0035,WP,8.2,0.821,9.384,03-Mar-06,tree,4,7,4,2,0,46.9156666667,3.23,0,9.1644973357,0,2785.858,2579.806,NA,NA,56.3,0,sterile plant vouchers,1,0,0,0,0,0,0,0,1,0,5,1,214.2857143,46.91566667,3.23,214.2857142857,0,Gnetaceae,Gnetum,Gnetum gnemon,gnemon,0,,1,1,0,0,0,0,NO,NO,2,9.1644973357,11,NA,206.052,0,0,0,0,0,0,0,0,0,1,1,1,0,5,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Gnetaceae,Gnetum,gnemon,,Gnetum gnemon,Gnetaceae,Gnetum,Gnetum gnemon,0,0
WP1A0036,WP,17,0.721,8.239,04-Mar-06,tree,5.5,10.3,6,5.2,0,44.438,2.701,0,27.3413475728,0,2834.984,2707.845,NA,NA,51.5,0,sterile plant vouchers,1,0,0,0,0,0,0,0,0,0,0,1,208.3333333,45.26525,2.267,208.3333333333,0,Fabaceae,Kingiodendron,Kingiodendron novoguineense,novoguineense,0,,0,0,0,0,0,0,NO,NO,5.2,27.3413475728,15.8,NA,127.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Fabaceae,Kingiodendron,novoguineense,,Kingiodendron novoguineense,Fabaceae,Kingiodendron,Kingiodendron novoguineense,0,0
WP1A0037,WP,7.7,7.591,9.047,04-Mar-06,tree,3.65,4.2,3.4,2.4,0.0213,43.6605,1.92525,0,10.0200324324,0.0739,1272.471,1235.804,780,739,29.6,21.3,sterile plant vouchers,1,0,0,0,0,0,0,0,0,0,70,1,247.2527473,43.6605,1.92525,247.2527472527,0,Lamiaceae,Teijsmanniodendron,Teijsmanniodendron bogoriense,bogoriense,0,,1,1,0,0,0,0,NO,NO,2.4213,10.0939324324,7.85,41,36.667,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Lamiaceae,Teijsmanniodendron,bogoriense,,Teijsmanniodendron bogoriense,Lamiaceae,Teijsmanniodendron,Teijsmanniodendron bogoriense,0,0
WP1A0038,WP,5.3,6.5,11.258,04-Mar-06,tree,4.25,3.4,2.5,0,0,45.8016666667,2.0423333333,0,0,0,NA,NA,NA,NA,0,0,sterile plant vouchers,1,0,0,0,0,0,0,0,0,4,15,1,NA,45.37975,2.19175,215.8102674047,0,Lecythidaceae,Barringtonia,Barringtonia apiculata,apiculata,0,,1,1,1,0,0,0,NO,no mature and young leaves weights,0,0,7.65,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,15,NNN,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,no,no,chance to find further records,data ok,data ok,Lecythidaceae,Barringtonia,apiculata,,Barringtonia apiculata,Lecythidaceae,Barringtonia,Barringtonia apiculata,0,0
WP1A0039,WP,6.2,7.18,10.645,10-Mar-06,climber,17.7677487022,20.1651432448,9.1203403404,0,0,46.055,2.819,1,0,0,NA,NA,NA,NA,0,0,"visible pores around the cambium,crown broke off on another tree,measured height 29.4 m. Vocher and photos missing.",0,1,0,0,0,0,0,0,0,0,0,0,NA,46.055,2.819,196.7356813873,0,Convolvulaceae,Merremia,Merremia peltata,peltata,0,,1,1,1,0,0,0,NO,no mature and young leaves weights,0,0,38.3450848346,NA,NA,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,no,no leaves records,no,data ok,data ok,Convolvulaceae,Merremia,peltata,,Merremia peltata,Convolvulaceae,Merremia,Merremia peltata,0,0
WP1A0040,WP,6.5,7.49,20,07-Mar-06,tree,4.3,1.6,1.9,0.6,0,44.592,2.912,0,2.233257754,0,1432.132,1392.064,NA,NA,37.4,0,sterile plant vouchers,1,0,0,0,0,0,0,0,0,0,0,1,236.8421053,43.8588,2.5624,236.8421052632,0,Stemonuraceae,Medusanthera,Medusanthera laxiflora,laxiflora,0,,0,0,0,0,0,0,NO,NO,0.6,2.233257754,5.9,NA,40.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,no,no,no,data ok,data ok,Stemonuraceae,Medusanthera,laxiflora,,Medusanthera laxiflora,Stemonuraceae,Medusanthera,Medusanthera laxiflora,0,0
WP1A0041,WP,5.8,9.659,17.412,06-Mar-06,tree,4.85,4.5,3.5,3.2,0.0421,46.9156666667,3.23,0,14.5042266667,0.1775929046,2264.162,2175.634,1176.641,1105.21,48,26.2,sterile plant vouchers,1,0,0,0,0,0,0,0,0,1,0,1,212.2641509,46.91566667,3.23,212.2641509434,0,Gnetaceae,Gnetum,Gnetum gnemon,gnemon,0,,1,1,0,0,0,0,NO,NO,3.2421,14.6818195712,9.35,71.431,88.528,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,no,no,no,chance to find,data ok,Gnetaceae,Gnetum,gnemon,,Gnetum gnemon,Gnetaceae,Gnetum,Gnetum gnemon,0,1
WP1A0042,WP,10.3,9.726,16.46,06-Mar-06,tree,7.4,5.2,2,1,0,42.212,2.345,0,3.916566787,0,1140.831,1084.889,NA,NA,27.7,0,sterile plant vouchers,1,0,0,0,0,0,0,0,0,0,30,0,239.3617021,43.757,2.318333333,239.3617021277,0,Burseraceae,Garuga,Garuga floribunda,floribunda,0,,0,0,0,0,0,0,NO,NO,1,3.916566787,12.6,NA,55.942,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Burseraceae,Garuga,floribunda,,Garuga floribunda,Burseraceae,Garuga,Garuga floribunda,0,0
WP1A0043,WP,5.5,10.236,8.364,04-Mar-06,tree,5.1,2.4,2.4,0.9,0,40.021,1.9256666667,0,4.087978022,0,1733.58,1653.36,NA,NA,36.4,0,Previous ID: Terminalis sp.,1,0,0,0,0,0,0,0,0,2,33,1,204.5454545,40.021,1.925666667,204.5454545455,0,Combretaceae,Terminalia,Terminalia complanata,complanata,0,,1,1,0,0,0,0,NO,NO,0.9,4.087978022,7.5,NA,80.22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,33,NNN,2,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Combretaceae,Terminalia,complanata,,Terminalia complanata,Combretaceae,Terminalia,Terminalia complanata,0,0
WP1A0044,WP,5.5,11.895,8.425,04-Mar-06,tree,2.8,2.25,2.4,1.4,0.0249,47.9171666667,2.0326666667,0,3.6200667897,0.1009,1499.772,1401.483,1026,1009,54.2,24.9,,0,0,0,0,0,1,0,0,0,1,55,0,132.3529412,47.91716667,2.032666667,132.3529411765,0,Myristicaceae,Horsfieldia,Horsfieldia basifissa,basifissa,0,,1,1,0,0,0,0,NO,NO,1.4249,3.7209667897,5.05,17,98.289,0,0,0,0,0,0,0,0,0,0,0,0,0,4,55,55,NNN,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Myristicaceae,Horsfieldia,basifissa,,Horsfieldia basifissa,Myristicaceae,Horsfieldia,Horsfieldia basifissa,0,0
WP1A0045,WP,13.8,14.201,6.926,07-Mar-06,tree,9.1,6.9,6.1,8.6,0.1749,49.814,1.489,0,32.6443217893,0.6272591623,2680.353,2630.525,1397,1370,69.3,38.2,sterile plant vouchers,1,0,0,0,0,0,0,0,0,1,0,1,148.0263158,48.337,1.637,148.0263157895,0,Annonaceae,Polyalthia,Polyalthia glauca,glauca,0,,0,0,0,0,0,0,NO,NO,8.7749,33.2715809516,16,27,49.828,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,no,no,no,data ok,data ok,Annonaceae,Polyalthia,glauca,,Polyalthia glauca,Annonaceae,Polyalthia,Polyalthia glauca,0,0
WP1A0046,WP,8.8,17.21,5.649,14-Mar-06,climber,17.7238395056,20.2910003908,9.3996120088,3.6,0.2893,44.938,2.002,0,10.0567361896,0.6638936207,3092.194,3064.511,1385,1331,109.7,58,"Only one bait taken, not enough for all.",0,0,0,1,0,0,0,0,0,0,0,0,125.698324,42.2875,1.8385,125.6983240223,0,Apocynaceae,Papuechites,Papuechites aambe,aambe,0,,0,0,0,0,0,0,NO,NO,3.8893,10.7206298103,38.4237975288,54,27.683,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,no,no,no,data ok,data ok,Apocynaceae,Papuechites,aambe,,Papuechites aambe,Apocynaceae,Papuechites,Papuechites aambe,0,0
WP1A0047,WP,6.2,17.667,17.667,09-Mar-06,pandanus,0.6,1.1,3.7,13.8,0,45.5915,1.1815,0,24.1937233799,0,2800.503,2759.487,NA,NA,157.4,0,sterile plant vouchers. 0.01 young leaves.,1,0,0,0,0,0,0,0,0,0,1,1,75.75757576,45.5915,1.1815,75.7575757576,0,Pandanaceae,Pandanus,Pandanus kaernbachii,kaernbachii,0,,1,1,0,0,0,0,NO,NO,13.8,24.1937233799,1.7,NA,41.016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,no,no,no,data ok,data ok,Pandanaceae,Pandanus,kaernbachii,,Pandanus kaernbachii,Pandanaceae,Pandanus,Pandanus kaernbachii,0,0
WP1A1281,WP,6.1,16.235,3.899,07-Mar-06,tree,6.85,1.4,1.7,0.6,0,47.028,1.8755,0,1.666626072,0,1657.856,1619.405,NA,NA,58.3,0,Old name:WP5E1281,0,0,0,0,0,1,0,0,0,0,0,0,115.9793814,47.328,1.72425,115.9793814433,0,Myristicaceae,Myristica,Myristica fatua,fatua,0,,1,1,0,0,0,0,NO,NO,0.6,1.666626072,8.25,NA,38.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Myristicaceae,Myristica,fatua,,Myristica fatua,Myristicaceae,Myristica,Myristica fatua,0,0
WP1A1282,WP,5.4,0,2.54,10-Mar-06,tree,3.35,4.0646562286,0.5,0,0,NA,NA,0,0,0,NA,NA,NA,NA,0,0,Have a whorled leaf arrangement that the height of the crown was not measured. No young leaves present  but just for vouchers.,1,0,0,0,0,0,0,0,1,0,0,1,NA,NA,NA,NA,0,Lecythidaceae,Barringtonia,Barringtonia calyptrocalyx,calyptrocalyx,0,,NA,NA,NA,0,0,0,NO,no mature and young leaves weights,0,0,7.4146562286,NA,NA,4,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,1,0,0,1,0,0,0,0,0,0,no,no,chance to find further records,data ok,data ok,Lecythidaceae,Barringtonia,calyptrocalyx,,Barringtonia calyptrocalyx,Lecythidaceae,Barringtonia,Barringtonia calyptrocalyx,0,0
WP1B0049,WP,7.8,1.019,25.781,08-Mar-06,tree,4.459307495,2.9098570873,2.7275115387,0,0,46.5145,2.553,0,0,0,NA,NA,NA,NA,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,NA,46.5145,2.553,131.1715034062,0,Icacinaceae,Merrilliodendron,Merrilliodendron megacarpum,megacarpum,0,,1,1,1,0,0,0,NO,no mature and young leaves weights,0,0,7.3691645823,NA,NA,1,6,0.9832750177,1,6,0.6727107913,1,6,0.7636191387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,no,no,chance to find further records,data ok,data ok,Icacinaceae,Merrilliodendron,megacarpum,,Merrilliodendron megacarpum,Icacinaceae,Merrilliodendron,Merrilliodendron megacarpum,0,0
WP1B0050,WP,12.8,0.665,29.507,08-Mar-06,tree,8.9912576028,5.6321336707,3.7942434297,0,0,48.2754,1.3674,0,0,0,NA,NA,NA,NA,0,0,,0,1,0,0,0,0,0,0,0,0,26,0,NA,48.2754,1.3674,81.8575579654,0,Sapotaceae,Palaquium,Palaquium morobense,morobense,0,,1,1,1,0,0,0,NO,no mature and young leaves weights,0,0,14.6233912735,NA,NA,1,24,0.2215235909,1,24,0.6131087645,1,24,0.909324289,0,0,0,0,26,26,26,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,no,no,chance to find further records,data ok,data ok,Sapotaceae,Palaquium,morobense,,Palaquium morobense,Sapotaceae,Palaquium,Palaquium morobense,0,0
WP1B0051,WP,22,7.784,21.513,09-Mar-06,tree,10.3,11.3,6.5,14.2,0,45.817,1.82,0,40.6346430542,0,6064.457,5809.037,NA,NA,203,0,"wood sample dry weight [67.76 ] and/or volume [100 ] values suspect Previous ID: Endiandra squarrosa, tokples-magimag",1,0,0,0,0,0,0,0,0,0,57,1,101.3513514,45.65675,1.7825,101.3513513514,0,Lauraceae,Endiandra,Endiandra squarrosa,squarrosa,0,,0,0,0,0,0,0,NO,NO,14.2,40.6346430542,21.6,NA,255.42,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,no,no,no,data ok,data ok,Poaceae,Eriachne,squarrosa,,Eriachne squarrosa,Lauraceae,Endiandra,Endiandra squarrosa,0,0
WP1B0052,WP,6.3,8.944,22.397,08-Mar-06,tree,2.7,2.7,1.7,1.8,0,43.6605,1.92525,0,4.9619769231,0,1619.817,1576.806,NA,NA,57.2,0,,1,0,0,0,0,0,0,0,0,0,73,1,173.0769231,43.6605,1.92525,173.0769230769,0,Lamiaceae,Teijsmanniodendron,Teijsmanniodendron bogoriense,bogoriense,0,,1,1,0,0,0,0,NO,NO,1.8,4.9619769231,5.4,NA,43.011,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73,73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,no,no,no,data ok,data ok,Lamiaceae,Teijsmanniodendron,bogoriense,,Teijsmanniodendron bogoriense,Lamiaceae,Teijsmanniodendron,Teijsmanniodendron bogoriense,0,0
WP1B0053,WP,8.1,7.758,25.637,08-Mar-06,tree,4.1,5.1,4.6,4.8,0.1196,47.73075,1.76675,0,19.5358821705,0.4441867971,3238.345,3150.161,1535,1519,77.4,40.9,,0,0,0,0,0,1,0,0,3,0,15,0,114.7959184,47.73075,1.76675,114.7959183673,0,Myristicaceae,Gymnacranthera,Gymnacranthera paniculata,paniculata,0,,1,1,0,0,0,0,NO,NO,4.9196,19.9800689676,9.2,16,88.184,0,0,0,0,0,0,0,0,0,3,3,3,0,15,15,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Myristicaceae,Gymnacranthera,paniculata,,Gymnacranthera paniculata,Myristicaceae,Gymnacranthera,Gymnacranthera paniculata,0,0
